,T1goldEarned,T1totalMinionsKilled,T1totalTimeSpentDead,T1wardsKilled,T1wardsPlaced,T2goldEarned,T2totalMinionsKilled,T2totalTimeSpentDead,T2wardsKilled,T2wardsPlaced,T1win,T1baron,T1champion,T1dragon,T1inhibitor,T1riftHerald,T1tower,T2baron,T2champion,T2dragon,T2inhibitor,T2riftHerald,T2tower
1368,55622,552,291,8,37,38166,475,671,6,32,1,1,32,3,1,2,10,0,16,0,0,0,1
1369,55311,639,932,16,47,64185,673,908,22,68,0,0,27,1,0,1,1,1,38,2,1,1,9
1370,50555,563,1424,31,78,65885,618,585,39,99,0,0,20,1,0,1,2,1,50,2,2,0,10
1371,46968,466,1497,15,50,62071,530,730,15,59,0,0,23,0,0,0,1,1,54,4,1,1,10
1372,61896,747,645,20,75,55668,624,1197,29,50,1,0,35,3,0,1,5,1,20,0,0,0,3
1373,60258,559,488,12,39,46165,580,978,11,38,1,0,41,2,1,2,9,0,15,1,0,0,2
1374,38842,521,637,23,49,49232,539,274,15,61,0,0,11,0,0,0,2,1,27,4,1,2,7
1375,37865,490,916,11,33,50963,546,297,24,36,0,0,13,0,0,1,0,0,38,3,1,1,8
1376,62204,841,772,32,89,68292,794,808,37,85,0,0,26,1,0,0,3,1,28,3,4,1,11
1377,36217,488,736,14,40,49383,556,228,20,58,0,0,10,1,0,0,0,0,28,1,0,1,9
1378,54549,658,995,25,65,60719,631,677,36,90,0,0,23,2,0,1,3,1,33,1,2,0,9
1379,86055,896,1112,32,83,80586,848,1810,27,103,0,2,49,4,0,1,5,1,29,2,4,1,11
1380,37726,525,188,16,39,32382,479,319,12,38,1,0,18,1,0,2,3,0,11,0,0,0,0
1381,62938,815,999,47,87,73762,778,979,48,121,0,0,26,3,0,0,4,2,34,1,2,2,10
1382,64402,665,619,22,52,51750,593,1199,21,61,1,1,38,2,2,1,11,0,28,1,0,0,1
1383,70540,697,1170,21,85,65572,651,1099,29,81,1,2,35,2,4,1,11,0,35,2,0,0,4
1384,41408,491,527,10,39,54226,638,376,12,58,0,0,17,2,0,0,3,1,25,1,2,1,9
1385,38434,422,295,10,36,28454,337,472,8,28,1,0,26,1,0,1,4,0,12,1,0,0,0
1386,55443,665,990,23,75,62777,693,710,32,58,0,1,23,0,0,0,3,1,36,4,1,2,7
1387,66923,692,1040,32,72,67433,680,1230,26,92,0,0,36,3,1,2,9,2,34,1,1,0,4
1388,51609,618,666,26,63,58463,637,617,25,68,0,0,20,2,0,2,4,1,26,2,2,0,9
1389,62611,718,1152,32,81,67375,696,757,28,103,0,0,28,1,0,1,6,1,37,4,0,1,6
1390,53233,506,457,14,37,44515,519,811,8,42,1,1,33,1,1,1,7,0,22,3,0,0,3
1391,29253,327,733,6,40,47113,477,222,10,37,0,0,10,0,0,1,0,0,34,1,3,0,11
1392,30012,391,522,7,25,43968,488,195,10,37,0,0,9,0,0,0,0,0,29,0,0,1,4
1393,59831,593,1194,26,80,67717,652,1027,30,66,0,0,35,0,0,1,4,1,37,4,2,1,11
1394,42472,527,1087,16,37,55444,572,447,10,57,0,0,15,0,0,1,2,1,38,3,2,0,10
1395,51555,636,1156,9,43,61396,578,726,17,51,0,0,22,0,0,0,3,1,37,3,1,2,9
1396,66208,689,798,26,57,51689,562,1259,15,65,1,1,40,3,2,1,11,0,28,0,0,0,1
1397,38291,495,609,17,47,45371,559,289,12,46,0,0,11,1,0,1,2,0,23,2,0,0,4
1398,51372,647,800,27,58,59008,618,566,22,58,0,0,19,1,0,0,4,1,33,3,2,2,9
1399,40969,520,798,25,48,51537,554,346,20,72,0,0,16,0,0,1,3,1,31,3,1,0,7
1400,41658,443,272,10,40,30619,391,569,13,27,1,0,29,0,0,1,5,0,12,1,0,1,0
1401,41685,400,215,9,27,29542,365,605,4,34,1,0,32,2,1,2,8,0,12,0,0,0,0
1402,67171,688,665,17,75,52093,693,1155,23,60,1,1,39,1,3,2,11,0,20,2,0,0,0
1403,41216,443,747,11,50,51408,515,565,13,46,0,0,20,1,0,0,0,1,31,2,1,2,5
1404,79889,779,1363,17,86,78187,880,1804,21,71,1,1,51,4,4,1,11,1,35,1,0,0,4
1405,22731,318,421,3,27,36381,395,73,8,26,0,0,4,1,0,0,0,0,23,0,0,1,6
1406,44713,501,1052,13,55,55346,534,474,16,49,0,0,19,0,0,2,3,1,38,3,2,0,9
1407,46384,515,246,22,44,41025,532,688,17,49,1,1,25,2,0,0,4,0,11,0,0,1,3
1408,58680,665,1362,24,60,68514,606,798,18,63,0,0,33,3,0,1,3,1,47,1,1,0,8
1409,41353,508,877,7,46,53086,508,439,11,46,0,0,17,0,0,1,4,1,35,3,1,1,9
1410,40735,499,607,7,51,49673,557,269,25,47,0,0,11,2,0,1,3,1,20,1,0,0,5
1411,45209,488,263,11,45,31445,349,739,11,37,1,0,31,1,1,1,8,0,10,1,0,1,2
1412,67169,847,993,20,77,73868,749,1026,26,80,0,0,30,1,0,1,4,3,31,5,1,0,8
1413,42367,434,213,5,46,30919,383,673,4,16,1,0,31,2,1,2,7,0,12,0,0,0,1
1414,42389,443,557,8,49,45032,439,426,14,46,0,0,23,1,0,2,2,0,32,1,0,0,3
1415,46590,604,218,19,44,35651,566,576,18,45,1,0,24,2,0,1,7,0,7,0,0,1,1
1416,33936,507,524,13,35,41985,504,226,14,52,0,0,9,1,0,0,0,0,20,2,0,2,5
1417,23641,381,396,6,32,33745,388,46,5,34,0,0,4,1,0,0,0,0,21,1,0,1,4
1418,40071,527,224,10,41,35833,497,477,9,33,1,0,23,0,0,0,4,0,11,2,0,2,2
1419,78903,757,1841,22,100,80454,799,1584,36,72,0,2,38,0,0,0,4,0,48,4,2,2,9
1420,69283,666,924,26,69,53922,654,1364,34,63,1,1,43,2,2,1,9,0,29,2,0,1,1
1421,55365,629,1601,14,62,72368,631,830,23,77,0,0,24,1,0,1,2,1,52,3,2,0,11
1422,54615,633,430,17,69,52659,747,809,25,71,1,0,27,2,1,0,6,0,15,2,0,2,4
1423,49634,514,580,11,58,43791,515,930,24,46,1,0,31,2,0,0,4,0,21,1,0,1,2
1424,53687,585,1430,21,51,63679,568,857,16,72,0,1,30,0,0,0,3,0,50,4,1,0,9
1425,43635,475,594,13,51,50750,482,409,9,52,0,0,24,3,0,1,3,1,25,1,1,1,8
1426,53386,540,335,8,39,44894,526,981,11,45,1,1,36,1,1,1,8,0,12,2,0,0,3
1427,82917,883,1455,50,99,82011,794,1853,37,108,0,0,50,3,1,0,6,2,39,2,3,1,10
1428,55919,660,1155,19,81,62718,634,665,40,63,0,0,20,1,0,1,4,1,38,3,1,0,8
1429,52681,603,366,22,50,42001,542,761,16,68,1,1,28,2,2,0,9,0,15,1,0,1,2
1430,89858,811,2004,37,123,86415,776,1807,52,88,1,2,55,5,2,1,8,1,57,1,0,0,7
1431,50438,498,342,17,58,40337,461,698,18,53,1,1,29,2,2,1,9,0,14,1,0,1,2
1432,47579,640,1068,23,70,58956,568,412,24,73,0,0,18,1,0,0,2,1,41,2,1,2,8
1433,29795,472,383,9,40,39103,470,73,11,35,0,0,5,1,0,0,0,0,20,1,0,2,4
1434,46044,600,452,29,50,53133,593,393,20,68,0,0,18,2,0,0,2,1,20,1,4,2,11
1435,57239,619,524,20,53,44981,558,785,13,49,1,1,28,1,2,2,9,0,20,3,0,0,1
1436,23503,334,285,3,32,28775,401,110,10,18,0,0,5,0,0,0,1,0,16,1,0,0,1
1437,80274,831,1777,48,144,84314,836,1490,54,85,0,1,40,3,0,1,4,1,51,3,2,1,9
1438,51879,543,131,18,53,33857,453,544,11,39,1,1,23,2,2,1,11,0,7,1,0,1,0
1439,30460,442,350,12,35,36301,517,178,9,40,0,0,9,0,0,1,0,0,15,2,0,0,3
1440,72197,783,1100,52,80,69461,796,1017,30,126,1,1,33,3,2,2,7,1,28,3,0,0,5
1441,56574,568,1237,14,61,66161,616,976,21,71,0,0,36,1,0,1,4,1,39,3,1,0,7
1442,66221,709,517,26,90,50190,702,1124,28,71,1,2,38,3,1,1,11,0,17,1,0,1,2
1443,43575,538,671,19,50,51024,583,547,10,56,0,0,17,1,0,2,3,1,24,2,1,0,7
1444,43813,538,267,19,42,35763,529,663,17,47,1,0,23,3,0,1,4,0,10,0,0,0,0
1445,61190,605,473,28,49,44772,574,1093,8,62,1,1,40,3,2,1,10,0,15,1,0,0,1
1446,38930,474,612,13,39,41200,441,390,13,45,0,0,18,0,0,1,3,0,31,3,0,0,1
1447,44388,486,800,11,46,52702,469,624,10,51,0,0,23,2,0,1,3,1,33,1,0,1,7
1448,54035,653,264,22,55,38090,558,624,8,57,1,1,21,3,3,2,11,0,10,0,0,0,0
1449,71537,726,1074,32,85,62389,687,1209,34,89,1,1,40,2,1,1,6,0,33,3,0,0,3
1450,42678,546,165,20,47,32061,470,499,15,47,1,0,20,2,0,1,5,0,9,0,0,1,1
1451,58041,638,1022,18,58,64377,602,753,18,71,0,0,31,2,1,1,7,1,36,1,2,1,9
1452,38386,524,678,23,38,50380,606,437,21,68,0,0,14,0,0,0,1,1,23,3,1,2,8
1453,44872,570,963,17,64,59679,613,392,27,56,0,0,18,1,0,0,2,1,37,3,2,2,8
1454,46728,509,364,17,39,35627,400,537,9,43,1,0,23,1,0,1,5,0,14,2,0,0,0
1455,57546,672,1014,19,76,64911,739,685,33,70,0,0,23,3,0,2,6,2,32,2,1,0,8
1456,28302,317,65,9,20,19330,283,242,0,23,1,0,12,1,0,1,3,0,3,0,0,0,0
1457,64552,635,1437,36,71,73305,669,1163,19,81,0,0,35,2,0,1,3,2,52,3,1,0,7
1458,79757,804,1449,45,127,83215,749,1532,51,82,0,0,39,2,1,1,5,3,47,3,2,1,10
1459,71431,749,975,37,81,67450,807,1168,24,81,1,1,36,2,3,2,9,1,25,3,1,0,6
1460,80454,771,1843,28,94,86150,835,1945,39,81,0,0,54,4,3,2,9,3,50,2,1,0,7
1461,42601,595,778,17,47,55107,589,248,18,64,0,0,11,2,0,0,0,1,25,2,2,1,10
1462,52645,586,272,20,54,37480,503,565,8,34,1,1,25,2,0,1,6,0,12,0,0,0,0
1463,46478,582,747,21,50,57533,617,406,26,76,0,0,21,2,0,1,2,1,27,1,2,1,11
1464,35751,440,508,11,51,41274,477,304,19,38,0,0,17,0,0,1,1,0,22,3,0,0,3
1465,45155,564,228,24,55,39142,541,661,18,53,1,0,24,3,1,1,7,0,9,0,0,1,2
1466,66927,711,820,34,102,51479,619,1053,37,55,1,1,38,2,2,0,11,0,25,0,0,0,1
1467,75844,676,962,46,91,68133,735,1550,50,105,1,2,49,1,2,0,8,0,37,3,0,1,5
1468,32638,382,59,7,32,21550,345,379,3,20,1,0,17,2,0,1,2,0,3,0,0,0,0
1469,43989,525,288,15,55,36971,467,601,11,41,1,0,24,2,1,2,7,0,14,0,0,0,1
1470,48879,671,978,21,68,58172,686,405,20,54,0,0,15,1,0,0,2,1,32,3,2,0,10
1471,53114,667,1136,22,80,65820,706,792,30,79,0,0,23,0,0,0,2,1,37,4,1,1,8
1472,43241,609,953,10,41,62100,628,380,15,82,0,0,13,1,0,0,0,1,37,2,3,2,11
1473,61740,638,363,11,49,43996,591,1070,18,43,1,1,39,2,1,2,10,0,13,1,0,0,1
1474,61764,712,616,21,64,59275,681,954,21,57,0,1,30,2,0,2,6,0,25,2,1,0,7
1475,53564,650,790,20,77,59350,657,613,27,65,0,0,21,3,0,1,5,1,34,0,2,0,9
1476,64500,688,1104,39,81,72712,721,1153,36,96,0,1,33,0,0,0,2,1,38,4,3,2,10
1477,34023,468,387,19,54,38908,491,150,16,50,0,0,6,0,0,1,2,0,17,3,0,0,2
1478,59896,712,240,45,72,55215,776,551,38,113,1,2,22,2,2,1,10,0,13,2,0,0,6
1479,44659,537,216,20,54,35925,530,535,17,49,1,0,23,2,1,0,7,0,8,1,0,1,2
1480,69984,662,925,37,89,58020,657,1296,30,73,1,2,44,2,1,2,9,0,32,2,0,0,3
1481,43698,562,719,23,59,55319,638,295,32,74,0,0,13,0,0,2,1,1,28,4,2,0,10
1482,29441,304,307,7,25,34534,367,256,8,33,0,0,15,1,0,0,0,0,19,1,0,1,3
1483,75363,826,868,42,107,68446,810,1397,49,79,1,1,38,2,1,0,7,1,21,3,0,2,6
1484,58480,521,747,20,44,52356,610,1031,11,69,1,1,39,2,2,1,8,0,27,1,0,0,4
1485,38849,503,732,16,48,51662,558,473,17,38,0,0,17,0,0,0,0,1,31,3,1,2,8
1486,39300,528,817,12,47,46994,542,313,20,49,0,0,11,0,0,1,2,0,34,3,0,0,3
1487,61660,672,939,26,78,57941,612,1036,24,70,1,1,34,1,1,1,6,0,30,3,1,0,5
1488,59818,625,1010,29,80,60568,628,997,25,79,0,0,35,2,1,1,7,1,32,2,1,0,7
1489,42535,522,116,19,44,30569,429,408,10,42,1,0,20,1,0,1,4,0,6,2,0,1,0
1490,61190,634,453,23,65,46948,572,868,21,59,1,1,33,1,2,2,10,0,16,2,0,0,3
1491,36625,465,892,7,30,50570,489,357,11,34,0,0,14,0,0,1,1,0,46,3,0,1,5
1492,63691,601,1098,47,104,63095,647,1043,52,104,0,0,38,2,1,2,6,1,35,2,1,0,5
1493,50034,560,235,20,57,40097,554,682,16,52,1,0,31,3,1,0,8,0,9,0,0,1,3
1494,21769,319,324,11,27,32339,403,35,7,32,0,0,3,0,0,0,0,0,17,2,0,1,3
1495,53199,576,270,22,51,40079,530,682,14,54,1,1,25,3,1,0,9,0,9,0,0,1,2
1496,59832,562,530,13,68,49822,655,969,19,48,1,1,37,4,2,2,9,0,19,0,0,0,3
1497,64156,866,940,23,79,71662,823,534,28,76,0,0,18,2,0,1,4,2,28,4,2,1,9
1498,71075,651,1058,33,64,61695,695,1173,25,89,1,2,38,2,1,2,9,0,32,3,0,0,2
1499,58781,694,1098,16,50,69438,731,784,14,47,0,0,23,0,0,0,5,2,40,4,3,2,11
1500,54834,604,1153,14,52,65927,557,1049,14,55,0,0,32,2,0,0,1,1,42,2,3,1,10
1501,66073,587,872,23,55,60642,715,1634,14,46,1,1,52,4,3,2,9,0,26,0,0,0,3
1502,56007,609,650,12,52,51945,617,917,11,45,1,0,29,2,0,0,5,0,28,1,0,0,3
1503,57675,723,1156,27,74,67150,687,583,34,81,0,0,21,1,0,2,6,1,39,4,1,0,9
1504,44531,496,240,12,45,34313,420,435,11,39,1,0,26,2,1,1,6,0,12,1,0,1,0
1505,59549,576,945,26,79,61480,629,1102,30,68,0,1,36,1,0,0,3,1,34,3,1,1,7
1506,72605,641,1644,28,82,75904,680,1633,30,85,0,1,46,1,2,1,9,1,48,5,1,0,7
1507,66302,912,1112,45,104,72522,875,876,42,92,0,0,24,2,0,0,3,3,30,4,1,0,8
1508,61057,721,443,21,65,52740,670,767,20,72,1,0,35,4,3,1,10,1,15,0,1,1,5
1509,57439,644,537,22,68,50896,675,757,21,63,1,1,29,2,1,1,7,0,21,2,0,1,3
1510,50815,601,480,14,43,41371,496,795,12,41,1,1,29,2,1,0,8,0,16,1,0,1,3
1511,63580,648,1138,23,43,68883,670,1221,11,85,0,0,40,3,0,2,5,1,40,1,2,0,9
1512,73166,674,1639,27,82,72751,700,1241,34,70,0,1,38,1,0,2,4,0,52,4,1,0,8
1513,48736,629,866,26,71,55949,651,512,20,61,0,0,19,2,0,0,2,0,26,1,1,2,7
1514,57552,547,739,18,66,53853,523,869,19,53,1,1,31,2,1,0,7,0,24,2,1,2,8
1515,52254,481,276,19,49,42220,530,866,17,46,1,1,37,3,2,2,9,0,14,0,0,0,3
1516,50120,691,735,30,63,54456,670,561,28,78,0,0,20,0,0,1,3,1,28,4,0,1,3
1517,58296,546,704,34,70,59927,665,954,22,82,0,1,34,2,0,0,4,0,23,3,1,1,7
1518,36432,421,771,7,40,49359,460,358,8,43,0,0,15,0,0,0,1,0,33,2,1,2,9
1519,33917,483,454,11,37,40092,504,249,15,42,0,0,12,0,0,1,1,0,20,2,0,1,4
1520,74901,864,934,73,127,67573,755,925,55,144,1,1,29,4,1,2,9,2,28,2,0,0,4
1521,52288,549,156,11,43,33186,536,606,6,30,1,1,27,3,2,2,10,0,7,0,0,0,0
1522,47524,589,789,14,57,56882,661,511,18,47,0,0,17,1,0,2,3,1,27,3,1,0,7
1523,37869,529,471,15,43,47903,547,229,14,36,0,0,11,1,0,0,1,1,20,2,2,2,9
1524,40681,455,1033,16,35,53117,521,413,8,44,0,0,16,1,0,1,3,1,42,2,1,0,7
1525,45731,486,155,11,37,31029,433,498,9,34,1,0,28,2,1,2,7,0,11,0,0,0,0
1526,36941,444,644,10,43,48296,485,426,10,51,0,0,14,0,0,0,0,1,28,3,1,1,9
1527,55473,571,651,15,55,45721,559,719,10,52,1,1,25,1,2,2,7,0,21,2,0,0,2
1528,44001,594,889,8,50,56198,595,411,13,44,0,0,13,0,0,0,3,1,31,3,0,1,7
1529,44405,549,272,25,38,37501,565,673,18,56,1,0,27,1,0,1,3,0,13,1,0,0,1
1530,51651,589,1008,20,44,58807,586,596,17,54,0,0,26,1,0,0,3,1,42,2,2,2,9
1531,27058,407,343,7,32,34433,441,111,10,28,0,0,6,0,0,0,0,0,16,2,0,1,4
1532,43381,573,397,16,55,47459,633,452,21,59,0,0,17,1,0,2,2,1,15,3,0,0,3
1533,47585,553,232,7,48,35358,440,539,9,22,1,0,25,3,1,1,9,0,9,0,0,1,3
1534,52732,563,360,13,57,41681,546,865,14,44,1,1,32,3,1,0,6,0,12,1,0,1,2
1535,62287,673,1192,24,51,64345,676,760,12,74,0,0,23,2,1,1,7,1,45,3,1,1,8
1536,65405,692,992,29,64,69823,659,1054,20,72,0,1,36,3,0,1,4,1,36,2,2,1,9
1537,69375,784,663,38,80,58861,775,1100,28,60,1,1,37,2,2,2,11,0,23,2,0,0,4
1538,59021,739,1124,24,60,71594,667,983,32,90,0,0,27,0,0,1,2,2,42,4,4,1,11
1539,60836,589,738,18,65,54078,604,1263,21,59,1,1,37,2,1,2,8,0,24,1,0,0,3
1540,71378,774,567,25,69,64993,832,1236,26,71,1,2,41,5,1,1,8,0,21,0,1,1,7
1541,51143,553,392,14,46,38055,492,781,7,40,1,0,33,2,1,1,7,0,17,1,0,1,2
1542,38569,515,729,16,39,47240,523,308,19,40,0,0,14,0,0,0,1,1,27,3,0,2,3
1543,91068,973,1645,71,114,95489,882,1429,45,141,0,1,36,2,2,0,10,3,45,5,2,0,8
1544,46299,556,867,22,46,55233,616,478,16,50,0,0,19,1,0,2,2,1,35,3,1,0,9
1545,62158,613,1025,20,70,56886,529,896,23,64,1,0,35,3,2,1,9,1,36,1,0,1,3
1546,58098,720,783,42,65,60810,702,897,30,96,0,1,24,2,0,0,5,0,26,3,1,2,7
1547,61830,663,819,20,63,51305,620,1099,12,48,1,1,38,3,0,2,7,0,27,0,0,0,1
1548,56416,545,471,27,57,41914,485,987,13,50,1,0,40,1,1,1,9,0,18,1,0,1,1
1549,44048,572,1006,22,57,57069,593,460,19,69,0,0,18,0,0,1,2,1,34,3,2,1,11
1550,37807,437,62,10,39,22101,354,413,3,29,1,0,24,1,0,1,4,0,3,0,0,0,0
1551,39218,516,579,10,48,48516,577,407,9,47,0,0,18,0,0,0,1,0,25,2,1,1,8
1552,41121,539,845,19,44,56849,660,314,17,67,0,0,14,0,0,1,1,1,34,3,1,1,10
1553,62403,760,657,30,90,53101,656,770,30,75,1,0,28,2,1,2,10,1,20,1,0,0,4
1554,64249,708,924,30,64,71761,782,794,23,85,0,1,25,2,0,1,4,1,37,2,1,1,9
1555,55037,701,1213,30,65,65364,652,742,27,66,0,0,29,2,0,1,2,1,41,2,1,0,7
1556,53987,610,421,15,54,46402,628,774,17,41,1,1,25,1,2,1,10,0,24,2,0,0,2
1557,84904,833,1047,45,79,70564,723,1659,30,102,1,1,48,1,2,0,10,1,30,4,2,1,7
1558,55017,628,428,22,49,45369,586,739,20,57,1,1,28,1,1,1,9,0,17,2,0,0,2
1559,61356,634,875,27,57,53967,569,932,14,63,1,1,32,4,2,2,9,0,29,0,0,0,2
1560,40121,480,955,7,47,58803,559,467,24,54,0,0,18,1,0,0,0,1,38,2,1,1,10
1561,38882,482,470,11,32,46226,482,384,10,44,0,0,15,0,0,1,2,1,20,3,0,1,5
1562,60440,630,1043,23,68,54773,497,1178,24,53,1,0,39,0,1,2,9,0,33,4,0,0,2
1563,57534,479,777,29,63,53293,514,1202,20,59,1,1,45,2,1,0,8,0,29,2,0,1,4
1564,50828,585,1051,26,74,56904,533,531,32,57,0,0,22,0,0,0,5,1,40,4,1,2,8
1565,81292,728,1779,21,103,91258,828,1610,39,86,0,1,47,0,2,2,6,2,55,6,1,0,9
1566,66140,738,1212,41,74,73502,765,1056,35,93,0,0,30,2,0,1,6,2,39,3,2,1,9
1567,34458,411,205,9,31,28028,357,417,9,33,1,0,20,0,0,0,2,0,11,1,0,0,0
1568,46038,567,723,17,59,54108,604,617,19,52,0,0,25,1,0,1,3,1,25,2,3,0,11
1569,69674,674,749,21,69,56994,636,1144,17,71,1,2,45,2,5,0,11,0,23,1,0,1,3
1570,64519,597,995,19,54,55113,501,1316,22,56,1,1,45,3,1,1,9,0,36,0,0,0,4
1571,52400,566,221,26,68,35632,529,799,27,52,1,0,34,1,1,2,9,0,12,1,0,0,0
1572,74257,744,1305,47,102,78014,785,1301,39,105,0,1,34,1,0,1,4,1,44,5,2,0,9
1573,46208,468,330,12,41,37332,524,662,9,39,1,1,27,1,0,2,5,0,16,1,0,0,1
1574,41276,512,629,26,37,51931,604,427,22,68,0,0,18,1,0,0,1,0,27,2,1,2,9
1575,53903,545,394,11,47,38660,423,867,11,27,1,0,37,2,0,1,9,0,15,0,0,1,1
1576,52003,493,1140,14,65,55282,511,778,19,54,0,1,33,1,0,1,3,0,41,3,1,0,7
1577,53257,469,382,12,40,31937,332,800,13,32,1,0,35,2,2,2,8,0,17,1,0,0,0
1578,49210,478,1051,13,42,59207,501,793,15,43,0,0,27,1,0,1,3,1,39,3,2,1,10
1579,67444,702,731,22,61,55499,674,1129,24,69,1,1,40,2,3,2,11,0,29,2,0,0,2
1580,50716,544,456,15,40,38813,441,777,15,49,1,0,30,1,0,2,5,0,21,2,0,0,0
1581,31723,492,413,7,27,38783,453,162,6,37,0,0,6,1,0,0,2,0,19,1,0,2,5
1582,62980,547,771,15,49,51318,572,1178,9,49,1,1,47,3,2,2,11,0,27,1,0,0,3
1583,35005,370,96,9,28,22604,321,423,3,29,1,0,22,1,0,1,3,0,5,0,0,0,0
1584,83873,824,1007,54,103,68249,844,1671,34,108,1,2,44,4,4,1,10,1,28,2,0,1,2
1585,62400,677,975,16,110,65484,752,897,49,80,0,1,24,1,0,2,4,0,30,4,1,0,5
1586,55836,661,899,35,58,61215,656,889,18,88,0,1,29,0,0,2,3,1,31,4,1,0,7
1587,52879,534,396,13,48,41083,509,1004,12,46,1,0,36,3,0,1,6,0,17,0,0,0,1
1588,32309,391,176,9,32,27383,405,256,5,29,1,0,15,2,0,1,2,0,7,0,0,1,1
1589,95340,1059,1939,47,78,95868,1183,1613,22,120,1,1,41,3,9,1,11,3,42,4,0,1,3
1590,36508,486,620,9,40,44898,435,319,13,29,0,0,15,0,0,0,1,0,27,3,0,2,5
1591,42902,511,723,17,44,52271,574,330,17,65,0,0,18,0,0,2,3,1,27,3,2,0,9
1592,55556,620,420,9,51,41072,455,901,13,38,1,1,35,2,1,1,8,0,13,2,0,0,3
1593,64965,666,499,19,56,54867,751,872,21,53,1,2,33,3,3,1,11,0,18,2,1,1,6
1594,62620,773,696,29,73,64561,756,856,32,63,0,1,32,2,0,1,4,1,23,1,2,1,10
1595,37867,441,849,9,51,46486,542,328,16,34,0,0,16,0,0,1,3,0,35,2,0,1,6
1596,73255,867,1387,15,71,76277,714,1233,22,73,0,0,33,2,1,1,4,2,52,3,4,0,11
1597,53732,701,872,16,64,66547,728,763,28,65,0,0,21,0,0,1,1,2,32,5,0,1,7
1598,60928,619,1789,17,65,73535,645,920,14,71,0,0,32,0,0,0,4,1,55,4,2,0,11
1599,58581,507,417,8,56,40392,473,869,17,36,1,1,39,2,1,1,8,0,15,1,0,0,1
1600,39471,582,547,15,47,45122,526,362,18,46,0,0,15,0,0,1,2,1,22,3,0,1,4
1601,36716,496,495,9,45,49030,545,201,14,47,0,0,9,1,0,1,2,1,22,2,1,1,8
1602,34433,375,96,8,27,24084,302,413,3,26,1,0,26,1,1,1,6,0,7,1,0,0,1
1603,56053,516,836,29,72,52172,572,808,22,58,1,1,31,3,1,2,7,0,30,1,0,0,3
1604,81725,964,1387,43,111,83131,945,1233,42,103,0,0,32,4,1,1,8,2,36,1,2,0,9
1605,68823,795,710,51,91,62703,876,998,32,90,1,1,30,4,1,2,7,1,19,0,0,0,4
1606,39380,565,791,8,43,51719,636,187,13,49,0,0,8,0,0,1,3,1,27,3,1,0,8
1607,65917,820,389,37,91,63845,911,619,38,86,1,1,20,3,3,0,11,0,12,2,0,1,5
1608,43080,637,840,27,49,56310,595,356,19,70,0,0,13,1,0,1,0,1,35,2,2,1,9
1609,39123,444,402,19,51,47950,444,378,11,65,0,0,16,0,0,0,2,1,26,3,1,2,6
1610,48732,530,276,15,52,37252,523,901,20,42,1,0,36,2,1,1,9,0,12,1,0,0,1
1611,34607,411,656,7,30,45266,473,364,10,39,0,0,18,0,0,1,0,0,30,3,0,1,5
1612,62337,710,1185,28,54,69694,652,988,18,71,0,0,29,1,1,0,8,2,40,4,1,2,8
1613,52709,587,294,18,55,37069,516,917,19,51,1,0,32,1,2,0,9,0,11,2,0,0,0
1614,72076,682,1034,34,83,66385,700,1004,30,78,1,1,36,4,1,0,8,1,35,1,1,1,6
1615,48731,577,251,13,46,36326,491,849,8,47,1,0,36,2,1,1,6,0,10,0,0,1,1
1616,76666,912,897,38,102,70198,851,1040,35,99,1,1,31,4,1,2,9,1,23,1,1,0,7
1617,38408,371,169,3,27,26635,347,495,2,21,1,0,30,1,0,1,3,0,8,1,0,0,0
1618,31566,412,54,17,28,22323,350,259,13,32,1,0,14,1,0,1,2,0,3,1,0,0,0
1619,24328,313,395,4,28,32917,320,175,9,43,0,0,8,1,0,0,0,0,23,1,0,1,2
1620,31960,433,587,16,31,43586,458,234,5,41,0,0,9,0,0,0,1,0,25,3,0,1,6
1621,44868,583,983,14,53,53440,536,449,23,53,0,0,17,0,0,1,3,1,33,3,2,0,7
1622,44275,510,312,26,55,37257,508,501,15,52,1,0,22,1,0,1,3,0,13,1,0,1,2
1623,53946,607,1070,23,73,60698,661,996,31,57,0,0,31,3,0,0,3,1,35,0,1,1,8
1624,23702,354,326,6,28,32581,378,97,6,26,0,0,6,0,0,0,0,0,21,2,0,1,2
1625,43695,485,83,10,42,29237,431,506,10,41,1,0,22,2,1,1,8,0,5,0,0,1,1
1626,52996,580,276,17,65,40044,585,888,16,48,1,1,34,4,2,0,9,0,10,0,0,2,2
1627,58826,679,496,34,78,53016,672,882,27,63,1,0,31,3,1,2,9,1,21,0,0,0,4
1628,45466,420,425,13,40,37350,462,725,10,48,1,0,27,1,0,2,4,0,16,1,0,0,2
1629,20704,263,418,10,27,36278,373,52,8,37,0,0,4,1,0,0,0,0,22,0,0,1,5
1630,57695,522,569,19,47,41787,432,1103,10,51,1,0,48,4,1,2,6,0,23,0,0,0,0
1631,48819,498,345,5,57,38836,464,779,21,40,1,1,29,2,0,0,7,0,14,1,0,1,2
1632,58344,570,540,46,94,53795,627,808,38,97,1,1,34,3,0,2,5,0,21,1,0,0,4
1633,45633,513,926,7,44,63897,594,517,18,36,0,0,19,0,0,0,2,1,37,4,3,2,11
1634,13898,219,145,2,12,20741,250,36,1,16,0,0,3,0,0,0,0,0,11,1,0,0,0
1635,53828,579,430,25,84,41861,488,738,30,53,1,1,28,3,1,1,8,0,17,1,0,1,1
